term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
gringos,Los gringos le robaron Arizona a…,Noun,,,,,,,,,,,,,,,,,,,,en,"foreigner, yankee, (disparaging term for white Americans used mainly by Hispanic-Americans and Latinos)",,,,,,,,
gripa,…El frío causa la gripa?¿ Por qué nos ponemos…,Verb,él/ella/ud.,presente,gripar,griparse,Noun,verb,noun,presente,él/ella/ud.,griparse,gripar,,,,,,,,,en,flu,,,,,,,,
grises,…nubes y las volvió grises.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,gray,,,,,,,,
grita,grita despavorido],Verb,él/ella/ud.,presente,gritar,Noun,sustantivo,verbo,presente,él/ella/ud.,gritar,,,,,,,,,,,en,shout,,,,,,,,
gritar,"…persona mayor va a gritar de maravilla,""¡ Ay!",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to shout,,,,,,,,
gritaron,…Dónde?” gritaron ellos.,Verb,pretérito perfecto simple,ellos/ellas/uds.,gritar,Adjective,Noun,verb,noun,adjective,pretérito perfecto simple,ellos/ellas/uds.,gritar,,,,,,,,,en,they shouted,,,,,,,,
grito,…Abra la puerta o grito.,Verb,yo,presente,gritar,Noun,sustantivo,verbo,presente,yo,gritar,,,,,,,,,,,en,"shout, yell, scream,",,,,,,,,
gritos,gritos de ánimo de la…,Noun,,,,,,,,,,,,,,,,,,,,en,shouting,,,,,,,,
grosero,…Qué trol más grosero y gruñón!”,Adjective,adjective,,,,,,,,,,,,,,,,,,,en,rude,,,,,,,,
gruesas,…mejillas están cubiertos por gruesas capas de base barata…,Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,thick,,,,,,,,
grueso,"…la plata, no tan grueso como el de mi…",Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"n. thickness, distance between sides, amount of material; layer",,,,,,,,
gruñir,…comenzó a quejarse a gruñir.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to growl,,,,,,,,
gruñó,"gruñó tío Vernon, con restos…",Verb,pretérito perfecto simple,él/ella/ud.,gruñir,verbo,pretérito perfecto simple,él/ella/ud.,gruñir,,,,,,,,,,,,,en,"v. grunt, oink; growl, snarl",,,,,,,,
gruñón,…trol más grosero y gruñón!”,Adjective,adjective,,,,,,,,,,,,,,,,,,,en,grumpy,,,,,,,,
guajolota,guajolota,,,,,,,,,,,,,,,,,,,,,en,guajolota,,,,,,,,
guapísimo,Estás guapísimo.,,,,,,,,,,,,,,,,,,,,,en,very handsome,,,,,,,,
guapo,…Qué guapo estás!,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,guapo handsome,,,,,,,,
guardo,Yo: Aquí guardo tu cena.,Verb,yo,presente,guardar,guardarse,Noun,verb,noun,guardarse,presente,yo,guardar,,,,,,,,,en,"guardar v. 1. put away v. (items) 2. save n. [Informática] (archivo, correo ◆ file, email) 3. guard v. 4. harbor v. US 5. harbour v. UK 6. tend v. 7. herd v. 8. keep v. 9. watch over v. 10. preserve v. 11. save v.)",en,"I keep, I save",,,,,,
guay,…Está guay.- Pues robar historias de…,,,,,,,,,,,,,,,,,,,,,en,cool,,,,,,,,
guerra,…que han revolucionado la guerra moderna.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"n. war, warfare;",,,,,,,,
guerrillas,"…ánimo que mostraban las guerrillas, jura castigos muy severos…",Noun,,,,,,,,,,,,,,,,,,,,en,guerrillas / gorilla warfare,,,,,,,,
gustan,"A mi no me gustan especialmente los petardos, me…",Verb,presente,ellos/ellas/uds.,gustar,verbo,presente,gustar,ellos/ellas/uds.,,,,,,,,,,,,,en,like,,,,,,,,
gustaría,Me gustaría bautizarme yo misma con…,Verb,yo,condicional,gustar,verbo,yo,gustar,condicional,,,,,,,,,,,,,en,(I/he/she/it) would like (Condicional),,,,,,,,
gusto,…junto a tu mal gusto.,Verb,yo,presente,gustar,Noun,sustantivo,verbo,presente,yo,gustar,,,,,,,,,,,en,"taste, pleasure, enthusiasm",,,,,,,,
ha,cuántas veces se ha acabado el mundo la,Noun,,,,,,,,,,,,,,,,,,,,en,has,,,,,,,,
haber,…a fin de cuentas haber existido para demostrarme y…,Verb,participio pasado,Adverb,Noun,verbo,participio pasado,,,,,,,,,,,,,,,en,"v. have, possess; get; live",en,to have,no,постојати,,,,
haberme,Y eso podría haberme supuesto un ascenso de…,Noun,,,,,,,,,,,,,,,,,,,,en,"haber  = be available, come in, there + be, there + have + been, be in place, accounts receivable. Ex: This emphasis upon 'the work' reflects the packaging of text, information, music,",,,,,,,,
había,Mi sobrina siempre había soñado con tener una…,Verb,yo,indicativo pretérito imperfecto,haber,Noun,verbo,haber,yo,indicativo pretérito imperfecto,,,,,,,,,,,,en,(I/he) had / there was,,,,,,,,
habiendo,"…oficial] Habiendo sido apercibidos,",Verb,gerundio,haber,verb,gerundio,haber,,,,,,,,,,,,,,,en,Having been,,,,,,,,
habitan,…verlas en gatos que habitan en chalets o en…,Verb,presente,ellos/ellas/uds.,habitar,verbo,presente,ellos/ellas/uds.,habitar,,,,,,,,,,,,,en,"They inhabit, live",,,,,,,,
habitat,…menos frecuente según el habitat donde se mueva y…,Noun,,,,,,,,,,,,,,,,,,,,en,Habitat,,,,,,,,
habitualmente,…lo que se hace habitualmente es... bueno es.... se…,Adverb,,,,,,,,,,,,,,,,,,,,en,"ordinarily, usually, habitually",,,,,,,,
háblale,"…con una persona mayor, háblale acerca de un nuevo…",,,,,,,,,,,,,,,,,,,,,en,speak to him/her,,,,,,,,
hacéis,…Qué coño hacéis en el Banco de…,Verb,presente,vosotros,hacer,hacerse,Noun,hacer,verbo,presente,vosotros,hacerse,,,,,,,,,,en,"hacer v. make; manufacture; create; construct, build;",,,,,,,,
hacendado,"el hacendado Vitalmiro Bastos de Moura,",Verb,yo,pretérito perfecto compuesto,hacendar,hacendarse,verb,yo,pretérito perfecto compuesto,hacendarse,hacendar,,,,,,,,,,,en,landowner,,,,,,,,
hacendados,Los hacendados están furiosos,,,,,,,,,,,,,,,,,,,,,en,landowners,,,,,,,,
hacerte,…VOZ DISTORSIONADA) No queremos hacerte daño.,,,,,,,,,,,,,,,,,,,,,en,hurt you,,,,,,,,
hacia,…del estudio que miraba hacia el parque de los…,Preposition,,,,,,,,,,,,,,,,,,,,en,towards,,,,,,,,
hacía,…Tokio] Son brasileños. Hacía tiempo que no pasaba…,Verb,yo,indicativo pretérito imperfecto,hacer,hacerse,Noun,hacer,verbo,yo,hacerse,indicativo pretérito imperfecto,,,,,,,,,,en,was,,,,,,,,
hacían,…se juntaban y qué hacían?,Verb,indicativo pretérito imperfecto,ellos/ellas/uds.,hacer,hacerse,Noun,hacer,verbo,hacerse,ellos/ellas/uds.,indicativo pretérito imperfecto,,,,,,,,,,en,They made,,,,,,,,
hacienda,…la vieja hacienda. Una hacienda no ando nada que…,Verb,él/ella/ud.,presente,hacendar,hacendarse,Noun,verbo,presente,él/ella/ud.,hacendarse,hacendar,,,,,,,,,,en,"n.  farm, ranch, homestead, large estate (in Latin America)",,,,,,,,
haciéndolos,"…los movimientos del niño, haciéndolos converger en una botellita…",,,,,,,,,,,,,,,,,,,,,en,making them,,,,,,,,
haga,"…complete como personas, nos haga sentir vivos, nos haga…",Verb,él/ella/ud.,imperativo,subjuntivo presente,hacer,hacerse,hacer,imperativo,verbo,subjuntivo presente,hacerse,él/ella/ud.,,,,,,,,,en,(él/ella/Ud./yo) make; do,,,,,,,,
hago,…Si te quedas te hago Ministro de Justicia.,Verb,yo,presente,hacer,hacerse,Noun,verb,noun,hacer,presente,yo,hacerse,,,,,,,,,en,I make,,,,,,,,
hallado,"…pensado detenidamente, y he hallado una solución.",Verb,yo,pretérito perfecto compuesto,hallar,hallarse,verb,yo,hallar,pretérito perfecto compuesto,hallarse,,,,,,,,,,,en,found,,,,,,,,
hallan,…del recinto donde se hallan.,Verb,presente,ellos/ellas/uds.,hallar,hallarse,verbo,presente,hallar,ellos/ellas/uds.,hallarse,,,,,,,,,,,en,"to find, to discover",,,,,,,,
hallándome,Y hallándome desacomodado y habiendo sabido…,,,,,,,,,,,,,,,,,,,,,en,finding myself,,,,,,,,
hallar,"…dio la vuelta para hallar las migajas,¡ pero habían…",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,find,,,,,,,,
hallaron,Los niños hallaron una cesta y la…,Verb,pretérito perfecto simple,ellos/ellas/uds.,hallar,hallarse,verb,hallar,pretérito perfecto simple,ellos/ellas/uds.,hallarse,,,,,,,,,,,en,found,,,,,,,,
hallarse,…por oculto que pudiera hallarse del que no pareciese…,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to be found,,,,,,,,
hambre,"sed, de morir de hambre o talvez algo peor",Adverb,Noun,,,,,,,,,,,,,,,,,,,en,hungry,,,,,,,,
harás,"Tú harás las tareas domésticas,¡ luego…",Verb,tú,futuro,hacer,hacerse,verb,hacer,tú,futuro,hacerse,,,,,,,,,,,en,you will do,,,,,,,,
haré,…en el viaje que haré a Italia.,Verb,yo,futuro,hacer,hacerse,hacer,verbo,yo,futuro,hacerse,,,,,,,,,,,zh-tw,I will do / I will make,,,,,,,,
haremos,"Oye,¿ sabes qué haremos hoy?",Verb,nosotros,futuro,hacer,hacerse,hacer,verbo,nosotros,futuro,hacerse,,,,,,,,,,,en,"we make, we do, we have",,,,,,,,
haría,…Por qué haría Nando algo así?,Verb,yo,condicional,hacer,hacerse,hacer,verbo,yo,condicional,hacerse,,,,,,,,,,,en,would do,,,,,,,,
harian,"…hacerlo, ellos mismos lo harian, ellos mismos lo hacen.",,,,,,,,,,,,,,,,,,,,,en,they would,,,,,,,,
harto,Yo ya estaba harto de las preguntas del…,Verb,yo,presente,hartar,hartarse,Adverb,verb,presente,yo,adverb,hartarse,hartar,,,,,,,,,en,"satiated, sated; jaded, dulled by overuse or overindulgence",en,fed up,,,,,,
hasta,"Camarera: Gracias, hasta otro día.",Adverb,Preposition,,,,,,,,,,,,,,,,,,,en,until,,,,,,,,
haya,"No. No, no. Quien haya escrito esto tuvo que…",Verb,él/ella/ud.,imperativo,haber,Adjective,Noun,sustantivo,adjetivo,imperativo,verbo,haber,él/ella/ud.,,,,,,,,,en,"v. have, possess; get; live",en,"i/he/she  have, possess (subjunctive)",en,I have; he/she/it has/have (present subjunctive),,,,
hayan,muchos supuestos profetas hayan indicado,Verb,ellos/ellas/uds.,imperativo,haber,imperativo,verbo,haber,ellos/ellas/uds.,,,,,,,,,,,,,en,have,,,,,,,,
hazme,desierto........ sino esta manera.......Hazme preguntas,,,,,,,,,,,,,,,,,,,,,en,Make me,,,,,,,,
he,No le he oído bien Camarera: 4 euros…,Verb,yo,presente,haber,Noun,verbo,haber,presente,yo,,,,,,,,,,,,en,I have,,,,,,,,
hecho,Lo ha hecho contra la recomendación de…,Verb,yo,pretérito perfecto compuesto,hacer,hacerse,Adjective,Noun,hacer,verbo,yo,pretérito perfecto compuesto,hacerse,,,,,,,,,en,fact,en,done/made/fact/incident,en,"n. deed; fact, thing; done; event, occurrence",,,,
hectáreas,de 140 mil hectáreas en Anapú.,Noun,noun,,,,,,,,,,,,,,,,,,,en,hectares,,,,,,,,
helado,"…soleado, y podrás tomar helado todos los días.",Verb,él/ella/ud.,pretérito perfecto compuesto,helar,helarse,Adjective,Noun,sustantivo,adjetivo,verbo,pretérito perfecto compuesto,él/ella/ud.,helarse,helar,,,,,,,en,frozen,,,,,,,,
hembras,Las hembras ponen los huevos sobre…,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,n. females (biology); women,,,,,,,,
hemos,Hemos...,Verb,presente,nosotros,haber,Noun,verb,noun,haber,nosotros,presente,,,,,,,,,,,en,We have,,,,,,,,
heredado,…de un orden social heredado. Para la derecha son,Verb,yo,pretérito perfecto compuesto,heredar,Adjective,verb,adjective,yo,pretérito perfecto compuesto,heredar,,,,,,,,,,,en,inherited,,,,,,,,
heredé,"Heredé su nombre, pero no…",Verb,yo,pretérito perfecto simple,heredar,verbo,yo,pretérito perfecto simple,heredar,,,,,,,,,,,,,en,I inherited (v.heredar),,,,,,,,
herida,"y herida de gravedad, pero ya…",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,injured,,,,,,,,
herramientas,"saqué la caja de herramientas, abrí el capó, o",Noun,,,,,,,,,,,,,,,,,,,,en,"(f) n. tool, implement n. gear, outfit, kit",,,,,,,,
hiciera,"…vez que no lo hiciera, pero no tuve piedad.…",Verb,yo,subjuntivo pretérito imperfecto,hacer,hacerse,Noun,sustantivo,hacer,verbo,yo,hacerse,subjuntivo pretérito imperfecto,,,,,,,,,en,conjugation of hacer,en,"I/he/she did,made (subjunctive imperfect)",,,,,,
hidalgo,…y ejercicio del famoso hidalgo don Quijote de la…,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,Gentleman,,,,,,,,
hidratado,bien hidratado y alimentado. Un resfriado…,Verb,yo,pretérito perfecto compuesto,hidratar,hidratarse,verb,yo,pretérito perfecto compuesto,hidratar,hidratarse,,,,,,,,,,,en,hydrated,,,,,,,,
hidratos,…y microorganismos descomponen los hidratos de carbono,,,,,,,,,,,,,,,,,,,,,en,carbohydrates,,,,,,,,
hidráulico,Ingeniero hidráulico.,,,,,,,,,,,,,,,,,,,,,en,hydraulic,,,,,,,,
hidrocarburos,…la roca generadora de hidrocarburos líquidos y gaseosos más…,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,oil; fossil fuels; hydrocarbons,,,,,,,,
hielo,…llevó a conocer el hielo.,Noun,noun,,,,,,,,,,,,,,,,,,,en,ice,,,,,,,,
hienas,…decirle que pronto las hienas se lo comerían.,Noun,noun,,,,,,,,,,,,,,,,,,,en,hyenas,,,,,,,,
hierba,…esta oveja necesitará mucha hierba?,Verb,él/ella/ud.,presente,herbar,Noun,verb,noun,presente,él/ella/ud.,herbar,,,,,,,,,,,en,"grass, herb",,,,,,,,
hija,"…con mis cuñados, su hija, y unos amigos que…",Noun,,,,,,,,,,,,,,,,,,,,en,daughter,,,,,,,,
hilo,…la idea con El hilo siempre fue traer la…,Verb,yo,presente,hilar,Noun,verbo,presente,yo,hilar,,,,,,,,,,,,en,thread,,,,,,,,
hispanos,…de unos 2 billones hispanos de dólares.,Pronoun,Noun,pronombre,sustantivo,,,,,,,,,,,,,,,,,en,Hispanics,,,,,,,,
hizo,"…que el caso se hizo público, Lorena dice que…",Verb,pretérito perfecto simple,él/ella/ud.,hacer,hacerse,Noun,hacer,verbo,pretérito perfecto simple,hacerse,él/ella/ud.,,,,,,,,,,en,he/she/it did; made,,,,,,,,
hogar,…deseosos por un nuevo hogar.,Noun,,,,,,,,,,,,,,,,,,,,en,"n: home, fireplace, hearth",,,,,,,,
hogares,…y para siempre los hogares.,Noun,,,,,,,,,,,,,,,,,,,,en,home; fireplace,,,,,,,,
hogaza,Ella les dio una hogaza de pan para su…,,,,,,,,,,,,,,,,,,,,,en,loaf,,,,,,,,
hogazas,…eran tan largos como hogazas de pan.,,,,,,,,,,,,,,,,,,,,,en,loaves,,,,,,,,
hogueras,"…tiran petardos, se encienden hogueras en los barrios... lo…",Noun,,,,,,,,,,,,,,,,,,,,en,bonfires,,,,,,,,
hoja,…Principito se llevó la hoja de papel a sus…,Noun,noun,,,,,,,,,,,,,,,,,,,en,leaf,en,sheet,,,,,,
hojalata,…sílabas estuvieran hechas de hojalata y lastimaran el techo…,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"tin, aluminum, type of metal",,,,,,,,
hombro,…atrás por encima del hombro.,Noun,noun,,,,,,,,,,,,,,,,,,,en,shoulder,,,,,,,,
homicidio,…era el sospechoso del homicidio de una joven en…,Noun,,,,,,,,,,,,,,,,,,,,en,"n. homicide, murder",,,,,,,,
hongo,Realmente tú eres un hongo¿ Sabes?,Noun,noun,,,,,,,,,,,,,,,,,,,en,mushroom,,,,,,,,
hongos,Todas esas personas son hongos porque no pueden entender…,Noun,noun,,,,,,,,,,,,,,,,,,,en,mushrooms,,,,,,,,
honrado,"Creo ser honrado, aunque, a decir verdad,…",Verb,yo,pretérito perfecto compuesto,honrar,honrarse,Adjective,Noun,verb,noun,adjective,yo,pretérito perfecto compuesto,honrarse,honrar,,,,,,,en,honest,,,,,,,,
honran,…más grandes oradores que honran a Inglaterra.,Verb,presente,ellos/ellas/uds.,honrar,honrarse,verb,presente,ellos/ellas/uds.,honrarse,honrar,,,,,,,,,,,en,they honor,,,,,,,,
hornear,Me gusta hornear galletas y caminar por…,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to bake,,,,,,,,
horrorizaba,que le horrorizaba era la posibilidad de…,Verb,yo,indicativo pretérito imperfecto,horrorizar,horrorizarse,verbo,yo,horrorizarse,horrorizar,indicativo pretérito imperfecto,,,,,,,,,,,en,dreaded,,,,,,,,
hostia,Hostia puta.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"Host, consecrated bread used during Communion (Christianity)",,,,,,,,
http,http:// www. psicologiayautoayuda. com/2011/01/ existe-…,Noun,,,,,,,,,,,,,,,,,,,,en,http://www.youtube.com/watch?v=sb2YOg_dkQM,,,,,,,,
hubiera,…mil veces que nunca hubiera aparecido este hombre otra…,Verb,yo,subjuntivo pretérito imperfecto,haber,Adjective,Noun,verbo,haber,yo,subjuntivo pretérito imperfecto,,,,,,,,,,,en,would have  (v. subj. imperfecto: haber),,,,,,,,
hubo,"…y para cada premiado hubo una ovación, una lluvia…",Verb,pretérito perfecto simple,él/ella/ud.,haber,verbo,haber,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,en,there was,,,,,,,,
huecos,la caja y los huecos eran para que la,Noun,,,,,,,,,,,,,,,,,,,,en,holes,,,,,,,,
huele,Esto huele a mierda.,Verb,él/ella/ud.,presente,oler,verb,presente,oler,él/ella/ud.,,,,,,,,,,,,,en,smells,,,,,,,,
hueles,"Hueles el estofado de vegetales,…",Verb,presente,tú,oler,verb,tú,presente,oler,,,,,,,,,,,,,en,You smell,,,,,,,,
huelo,…Creo que huelo a galletas...”,Verb,yo,presente,oler,verb,presente,yo,oler,,,,,,,,,,,,,en,smell,,,,,,,,
huérfano,a un huérfano friqui.¿ No habéis visto…,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,orphan,,,,,,,,
huéspedes,…permite trasladarse entre sus huéspedes.,Noun,,,,,,,,,,,,,,,,,,,,en,guests,,,,,,,,
huesudo,"Yo soy pequeño y huesudo, y tengo sabor a…",,,,,,,,,,,,,,,,,,,,,en,"bony, scrawny",,,,,,,,
huevo,"…mediante metamorfosis desde el huevo a la forma adulta,…",Verb,yo,presente,huevar,Noun,verbo,presente,yo,huevar,,,,,,,,,,,,en,egg,,,,,,,,
huevos,"Las hembras ponen los huevos sobre el gato, mientras…",Noun,,,,,,,,,,,,,,,,,,,,en,eggs,,,,,,,,
huir,…particulares rusos que intentan huir,Verb,participio pasado,Noun,sustantivo,verbo,participio pasado,,,,,,,,,,,,,,,en,"flee, run away",,,,,,,,
humanitaria,"…una persona sociable, agradable, humanitaria.",Adjective,,,,,,,,,,,,,,,,,,,,en,Humanitarian,,,,,,,,
humo,"…enfermar, como polvo y humo. Además ayudan a mantener…",Verb,yo,presente,humar,Noun,verb,noun,presente,yo,humar,,,,,,,,,,,en,smoke,,,,,,,,
hunden,"…más baratos, y que hunden tanto la facturación",Verb,presente,ellos/ellas/uds.,hundir,hundirse,hundir,verbo,presente,ellos/ellas/uds.,hundirse,,,,,,,,,,,en,"* hundirse = collapse, founder, go under, subside, plummet.",,,,,,,,
hundo,…una palabra o te hundo.,Verb,yo,presente,hundir,hundirse,hundir,verbo,presente,yo,hundirse,,,,,,,,,,,en,"I sink, collapse, go under [hundir]",,,,,,,,
hurtadillas,…Gretel se fue a hurtadillas a donde estaba su…,,,,,,,,,,,,,,,,,,,,,en,on the sly,,,,,,,,
iba,"Y,¿ A dónde iba a llevar la oveja?",Verb,yo,indicativo pretérito imperfecto,ir,irse,Adjective,Noun,verb,noun,adjective,ir,yo,irse,indicativo pretérito imperfecto,,,,,,,en,was going,,,,,,,,
idioma,Delito de idioma.,Noun,,,,,,,,,,,,,,,,,,,,en,"(m) language, idiom",,,,,,,,
idiota,…Acaso tengo cara de idiota?,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,Moron,,,,,,,,
ido,Ella se había ido.,Verb,yo,pretérito perfecto compuesto,ir,irse,Adjective,Noun,verb,noun,adjective,ir,yo,pretérito perfecto compuesto,irse,,,,,,,en,gone,,,,,,,,
iglesia,…tan cerca es su iglesia a la primera iglesia…,Noun,,,,,,,,,,,,,,,,,,,,en,church,,,,,,,,
ignacio,…Hola a todos!” dice Ignacio el Ganso.,Noun,noun,,,,,,,,,,,,,,,,,,,en,Ignacio,,,,,,,,
igual,…no me siguieran considerando igual de ridículo que antes.,Adjective,Adverb,,,,,,,,,,,,,,,,,,,en,"equal, same",,,,,,,,
igualdad,"…con valores como la igualdad, la rebeldía, el cuestionamiento,",Noun,noun,,,,,,,,,,,,,,,,,,,en,equality,,,,,,,,
ilegal,…migrantes están en situación ilegal.,Adjective,,,,,,,,,,,,,,,,,,,,en,illegal,,,,,,,,
ilumina,Ilumina cada nervio con locura.,Verb,él/ella/ud.,presente,iluminar,verb,presente,él/ella/ud.,iluminar,,,,,,,,,,,,,en,Illuminate,,,,,,,,
imágenes,…que quien vió las imágenes en redes y en…,Noun,,,,,,,,,,,,,,,,,,,,en,"[n,F,pl] image, picture; visualization; similitude; imago, idealized mental image of someone",,,,,,,,
imaginados,"…el futuro suelen ser imaginados. Y claro, en lo…",,,,,,,,,,,,,,,,,,,,,en,imagined,,,,,,,,
imaginaréis,"…de Scalable, como ya imaginaréis una de las opciones…",Verb,futuro,vosotros,imaginar,imaginarse,verbo,futuro,vosotros,imaginar,imaginarse,,,,,,,,,,,en,imagine,,,,,,,,
imagínate,"Jennifer: Pues imagínate,¿ no?",Verb,imperativo,imaginarse,Pronoun,Noun,imperativo,verbo,imaginarse,,,,,,,,,,,,,en,"imagine, suppose (yourself command)",,,,,,,,
imagino,Ya me imagino.,Verb,yo,presente,imaginar,imaginarse,Noun,verbo,presente,yo,imaginar,imaginarse,,,,,,,,,,en,imagine,,,,,,,,
impactante,…nos encontramos con algo impactante.,Adjective,,,,,,,,,,,,,,,,,,,,en,impressive,,,,,,,,
impecable,…Lisette] : Impecable.,Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,"impeccable, faultless",,,,,,,,
impedir,"…loncha de jamón, para impedir que entrasen moscas o…",Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,prevent,,,,,,,,
impera,La única ley que impera aquí,Verb,él/ella/ud.,presente,imperar,verb,presente,él/ella/ud.,imperar,,,,,,,,,,,,,en,prevails,,,,,,,,
imperdible,serie completamente imperdible una serie,,,,,,,,,,,,,,,,,,,,,en,unmissable,,,,,,,,
imperio,…de muchas ciudades del Imperio.,Noun,,,,,,,,,,,,,,,,,,,,en,Empire,,,,,,,,
impiden,Las espinas impiden que el animal arranque…,Verb,presente,ellos/ellas/uds.,impedir,verb,presente,impedir,ellos/ellas/uds.,,,,,,,,,,,,,en,prevent,,,,,,,,
importantes,…de las noticias más importantes de la región y…,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,important,,,,,,,,
